State,City,Address,Zip,URL,Phone
VA,Charlottesville,2025 Bond St.,22901,https://locations.traderjoes.com/va/charlottesville/661/,434-974-1466
VA,Fairfax,9464 Main St,22031,https://locations.traderjoes.com/va/fairfax/643/,703-764-8550
VA,Falls Church,7514 Leesburg Turnpike,22043,https://locations.traderjoes.com/va/falls-church/641/,703-288-0566
VA,Glen Allen,11331 W Broad St,23060,https://locations.traderjoes.com/va/glen-allen/659/,804-360-4098
VA,Newport News,12551 Jefferson Ave,23602,https://locations.traderjoes.com/va/newport-news/656/,757-890-0235
VA,Reston,11958 Killingsworth Ave,20194,https://locations.traderjoes.com/va/reston/646/,703-689-0865
VA,Richmond,3000 Stony Point Rd,23235,https://locations.traderjoes.com/va/richmond/786/,804-323-4292
VA,Springfield,6394 Springfield Plaza,22150,https://locations.traderjoes.com/va/springfield/651/,703-569-9301
VA,Virginia Beach,503 Hilltop Plaza,23454,https://locations.traderjoes.com/va/virginia-beach/660/,757-422-4840
VA,Williamsburg,5000 Settlers Market Blvd,23188,https://locations.traderjoes.com/va/williamsburg/657/,757-259-2135
VT,South Burlington,200 Dorset St,05403,https://locations.traderjoes.com/vt/south-burlington/527/,802-658-4500
WA,Bellevue,15563 NE 24th St,98007,https://locations.traderjoes.com/wa/bellevue/131/,425-641-5069
WA,Bellevue,416 116th Ave NE,98004,https://locations.traderjoes.com/wa/bellevue/162/,425-454-9799
WA,Bellingham,2410 James St,98225,https://locations.traderjoes.com/wa/bellingham/151/,360-734-5166
WA,Burien,15868 1st Ave S,98148,https://locations.traderjoes.com/wa/burien/133/,206-901-9339
WA,Everett,811 SE Everett Mall Way,98208,https://locations.traderjoes.com/wa/everett/139/,425-513-2210
WA,Federal Way,1758 S 320th St,98003,https://locations.traderjoes.com/wa/federal-way/134/,253-941-6138
WA,Issaquah,975 NW Gilman Blvd,98027,https://locations.traderjoes.com/wa/issaquah/138/,425-557-6420
WA,Kent,12966 SE Kent-Kangley Rd,98030,https://locations.traderjoes.com/wa/kent/163/,253-639-3419
WA,Kirkland,12520 Totem Lake Blvd NE,98034,https://locations.traderjoes.com/wa/kirkland/132/,425-814-9181
WA,Lynnwood,19715 Highway 99,98036,https://locations.traderjoes.com/wa/lynnwood/129/,425-670-0623
WA,Olympia,1530 Black Lake Blvd SW,98502,https://locations.traderjoes.com/wa/olympia/156/,360-352-7440
WA,Redmond,15932 Redmond Way,98052,https://locations.traderjoes.com/wa/redmond/140/,425-883-1624
WA,Sammamish,490 228th Ave NE,98074,https://locations.traderjoes.com/wa/sammamish/160/,425-836-0837
WA,Seattle,4609 14th Ave NW,98107,https://locations.traderjoes.com/wa/seattle/147/,206-783-0498
WA,Seattle,1700 Madison St,98122,https://locations.traderjoes.com/wa/seattle/130/,206-322-7268
WA,Seattle,1916 Queen Anne Ave N,98109,https://locations.traderjoes.com/wa/seattle/135/,206-284-2546
WA,Seattle,4555 Roosevelt Way NE,98105,https://locations.traderjoes.com/wa/seattle/137/,206-547-6299
WA,Seattle,4545 Fauntleroy Way SW,98116,https://locations.traderjoes.com/wa/seattle/157/,206-913-0013
WA,Shoreline,1201 N 175th St,98133,https://locations.traderjoes.com/wa/shoreline/270/,206-542-5336
WA,Silverdale,9991 Mickelberry Rd,98383,https://locations.traderjoes.com/wa/silverdale/158/,360-307-7224
WA,Spokane,2975 East 29th Ave,99223,https://locations.traderjoes.com/wa/spokane/159/,509-534-1077
WA,Spokane,5520 N Division St,99208,https://locations.traderjoes.com/wa/spokane/164/,509-487-4188
WA,University Place,3800 Bridgeport Way W,98466,https://locations.traderjoes.com/wa/university-place/148/,253-460-2672
WA,Vancouver,305 SE Chkalov Dr,98683,https://locations.traderjoes.com/wa/vancouver/136/,360-883-9000
WI,Brookfield,12665 W. Bluemound Rd,53005,https://locations.traderjoes.com/wi/brookfield/726/,262-784-4806
WI,Madison,1810 Monroe St,53711,https://locations.traderjoes.com/wi/madison/712/,608-257-1916
WI,Milwaukee,5600 N Port Washington Rd,53217,https://locations.traderjoes.com/wi/milwaukee/711/,414-962-3382
